,property_webpage,online_id,ref_number,property_type,title_property,city,address,postal_code,construction_year,floor,commercial_or_private_provider_property,property_rooms,property_area,plot_area,property_price,energy_provider,form_of_heating,energy_class,energy_buildingtype,energy_passtype,energy_vadility,energy_consumption,energy_source,offerer_name,property_condition,category_of_house,property_possible_move,german_state,delivery_time
21,https://www.immowelt.de/expose/2emwv55,2emwv55,0180-18,apartment,*Ihre neue Ostsee-Immobilie* nur 10 Fahrminuten von Kühlungsborn entfernt Wohngrößen 44m²-72m²,Kröpelin,Straße nicht freigegeben,18236,2025,blank,Gewerblicher Anbieter,3,70 m²,blank,249.000 €,blank,"Fußbodenheizung, Luft-/Wasser-Wärmepumpe",A+,Wohngebäude,Bedarfsausweis,13.12.2023 bis 12.12.2033,"10,40 kWh/(m²·a)",Umweltwärme,Wohnen in Vorpommern GmbH,Erstbezug,blank,blank,mecklenburg-vorpommern,2024-06-17 09:09:46
22,https://www.immowelt.de/expose/2dyh35x,2dyh35x,852 (1/852),apartment,Elegantes Wohnen mit Stil: Neuwertige 2-Zimmer-Wohnung wartet auf Sie!,Rostock(Reutershagen),Schweriner Straße 13,18069,2022,2. Geschoss,Gewerblicher Anbieter,2,"49,92 m²",blank,260.000 €,blank,Fußbodenheizung,B,Wohngebäude,Bedarfsausweis,12.10.2020 bis 11.10.2030,"58,00 kWh/(m²·a)",Fernwärme,Clemens Jach Immobilien e.K.,Neubau,blank,sofort,mecklenburg-vorpommern,2024-06-17 09:09:50
23,https://www.immowelt.de/expose/2djce5m,2djce5m,0152-1,apartment,*Baubeginn erfolgt* Moderne Eigentumswohnungen im Hof zur Asbeck,Kühlungsborn,Straße nicht freigegeben,18225,2024,Erdgeschoss,Gewerblicher Anbieter,3,75 m²,blank,409.750 €,blank,"Fußbodenheizung, Luft-/Wasser-Wärmepumpe",blank,blank,blank,blank,blank,blank,Wohnen in Vorpommern GmbH,Erstbezug,blank,02.12.2024,mecklenburg-vorpommern,2024-06-17 09:09:53
24,https://www.immowelt.de/expose/2dsqq5c,2dsqq5c,WE 1.4-01-24 ETW/ EN,apartment,"Eigene Strandwohnung in der ""Strandvilla Glowe"", direkter Panorama-Meerblick, großer Balkon!",Glowe,Hauptstraße 28,18551,2024,1. Geschoss,Gewerblicher Anbieter,2,"56,16 m²",blank,469.991 €,blank,"Luft-/Wasser-Wärmepumpe, offener Kamin",blank,Wohngebäude,Bedarfsausweis,10.11.2022 bis 09.11.2032,"19,60 kWh/(m²·a)",Luftwärmepumpe,INCASA Immobilien GmbH,Erstbezug,blank,sofort,mecklenburg-vorpommern,2024-06-17 09:09:56
25,https://www.immowelt.de/expose/2cfqe5z,2cfqe5z,WM Haus 2 WHG 25 V2,apartment,! Neubau ! Eigentumswohnungen in Waren (Müritz),Waren (Müritz),Bredeweg,17192,2024,2. Geschoss,Gewerblicher Anbieter,3,77 m²,blank,269.000 €,blank,"Fußbodenheizung, Luft-/Wasser-Wärmepumpe",A+,Wohngebäude,Bedarfsausweis,seit 09.12.2021,"14,80 kWh/(m²·a)",blank,AKANT HAUS GmbH,Erstbezug,blank,2024,mecklenburg-vorpommern,2024-06-17 09:10:00
26,https://www.immowelt.de/expose/2cwgx5j,2cwgx5j,Gesamt Exposé 12 WE-11-23- ETW/EN,apartment,"Strandvilla Glowe 12 Exklusive Strandwohnungen, 1. Strandreihe, gr. Balkone, Meerblick, Kamin",Glowe,Hauptstraße 28 - 29,18551,2024,blank,Gewerblicher Anbieter,k.A.,blank,blank,auf Anfrage,blank,"Luft-/Wasser-Wärmepumpe, offener Kamin",blank,Wohngebäude,Bedarfsausweis,10.11.2022 bis 09.11.2032,"19,60 kWh/(m²·a)",Luftwärmepumpe,INCASA Immobilien GmbH,Erstbezug,blank,blank,mecklenburg-vorpommern,2024-06-17 09:10:05
27,https://www.immowelt.de/expose/2bb9b5p,2bb9b5p,407,apartment,Traumwohnung mit Meerblick in exponierter Lage des Ostseebades Boltenhagen!,Boltenhagen(Ostseebad Boltenhagen),Straße nicht freigegeben,23946,2012,Erdgeschoss,Gewerblicher Anbieter,3,"110,56 m²",blank,680.000 €,blank,Zentralheizung,A,Wohngebäude,Verbrauchsausweis,03.08.2023 bis 03.08.2033,"38,80 kWh/(m²·a)  - Warmwasser enthalten",Gas,Boltenhagener Appartement und Immobilien Service GmbH,blank,Terrassenwohnung,ab sofort,mecklenburg-vorpommern,2024-06-17 09:10:09
28,https://www.immowelt.de/expose/2ambk5r,2ambk5r,19306-7,apartment,Vermietete Eigentumswohnung in der Lewitzstadt Neustadt-Glewe,Neustadt-Glewe,Zeppelinstraße 7,19306,1997,2. Geschoss (Dachgeschoss),Gewerblicher Anbieter,4,104 m²,blank,105.000 €,blank,Zentralheizung,B,Wohngebäude,Verbrauchsausweis,20.08.2019 bis 19.08.2029,"60,00 kWh/(m²·a)  - Warmwasser enthalten",blank,Immob.- & Sachverständigenbüro J. Stephan,gepflegt,blank,blank,mecklenburg-vorpommern,2024-06-17 09:10:12
29,https://www.immowelt.de/expose/29cn35f,29cn35f,392,apartment,Unser SPEZIALANGEBOT für Sie *** Jetzt zugreifen!!!,Hohenkirchen(Hohen Wieschendorf),Straße nicht freigegeben,23968,1998,Erdgeschoss,Gewerblicher Anbieter,2,57 m²,blank,190.000 €,blank,Zentralheizung,B,Wohngebäude,Verbrauchsausweis,10.07.2018 bis 10.07.2028,"61,00 kWh/(m²·a)  - Warmwasser enthalten","Gas, Solar",Boltenhagener Appartement und Immobilien Service GmbH,gepflegt,Terrassenwohnung,nach Vereinbarung,mecklenburg-vorpommern,2024-06-17 09:10:15
30,https://www.immowelt.de/expose/28lts5z,28lts5z,2220-1920,apartment,Strandnahes Apartment in historischer Villa,Zinnowitz,Straße nicht freigegeben,17454,1890,Erdgeschoss,Gewerblicher Anbieter,2,50 m²,blank,395.000 €,blank,"offener Kamin, Zentralheizung",A+,Wohngebäude,Verbrauchsausweis,20.10.2022 bis 19.10.2032,"24,20 kWh/(m²·a)  - Warmwasser enthalten",Gas,"Sparkasse Vorpommern, in Vertretung der LBS Immobilien GmbH",gepflegt,blank,blank,mecklenburg-vorpommern,2024-06-17 09:10:19
31,https://www.immowelt.de/expose/286fg5l,286fg5l,2986,apartment,Moderne 2 - Zimmer - Dachterrassenwohnung in ruhiger Lage,Sassnitz,Straße nicht freigegeben,18546,1997,3. Geschoss (Dachgeschoss),Gewerblicher Anbieter,2,"64,50 m²",blank,195.000 €,blank,Zentralheizung,C,Wohngebäude,Verbrauchsausweis,bis 28.04.2029,"78,00 kWh/(m²·a)  - Warmwasser enthalten",GAS,Ostsee MV Sothebys International Realty,gepflegt,blank,nach Vereinbarung,mecklenburg-vorpommern,2024-06-17 09:10:22
32,https://www.immowelt.de/expose/24qku58,24qku58,2022-1,apartment,Erdgeschosswohnung in attraktivem 3-Familienhaus,Karlshagen,Mildstedter Straße 14,17449,2024,Erdgeschoss,Gewerblicher Anbieter,3,"76,21 m²",blank,429.000 €,blank,"Fußbodenheizung, Luft-/Wasser-Wärmepumpe",A+,Wohngebäude,Bedarfsausweis,18.01.2022 bis 17.01.2032,"26,00 kWh/(m²·a)",Luft-/Wasser-Wärmepumpe,Triller-Bau Massivhäuser GmbH,Neubau,Terrassenwohnung,2024,mecklenburg-vorpommern,2024-06-17 09:10:25
33,https://www.immowelt.de/expose/2e9z25a,2e9z25a,202228,apartment,+++ moderne helle Eigentumswohnung in Citynähe+++,Neubrandenburg(Am Oberbach),Straße nicht freigegeben,17033,2021,Erdgeschoss,Gewerblicher Anbieter,3,"89,80 m²",blank,299.990 €,Fernwärme,blank,C,Wohngebäude,Bedarfsausweis,bis 20.04.2030,"81,30 kWh/(m²·a)",FERN,Maklerkontor Ronny Kugel,gepflegt,blank,sofort,mecklenburg-vorpommern,2024-06-17 09:10:29
34,https://www.immowelt.de/expose/2cjt35g,2cjt35g,452,apartment,Funktionale 1-Zimmer Eigentumswohnung,Greifswald(Fleischervorstadt),Straße nicht freigegeben,17489,2010,Erdgeschoss,Gewerblicher Anbieter,1,"29,37 m²",blank,115.000 €,blank,Zentralheizung,blank,blank,blank,blank,blank,blank,Global Management Glavac GmbH,blank,blank,ab Sofort,mecklenburg-vorpommern,2024-06-17 09:10:32
35,https://www.immowelt.de/expose/28z7w59,28z7w59,113,apartment,3-Zimmer Eigentumswohnung mit zwei Terrassen und Einbauküche,Greifswald(Fettenvorstadt),Straße nicht freigegeben,17489,2023,Erdgeschoss,Gewerblicher Anbieter,3,"86,91 m²",blank,361.000 €,blank,Fußbodenheizung,blank,blank,blank,blank,blank,blank,Global Management Glavac GmbH,Neubau,blank,Mai 2024,mecklenburg-vorpommern,2024-06-17 09:10:35
36,https://www.immowelt.de/expose/268va56,268va56,103,apartment,4-Zimmer Eigentumswohnung mit Terrasse und Homeoffice Option,Greifswald(Fettenvorstadt),Straße nicht freigegeben,17489,2023,Erdgeschoss,Gewerblicher Anbieter,4,"103,20 m²",blank,370.000 €,blank,Fußbodenheizung,blank,blank,blank,blank,blank,blank,Global Management Glavac GmbH,Neubau,Terrassenwohnung,Mai 2024,mecklenburg-vorpommern,2024-06-17 09:10:38
37,https://www.immowelt.de/expose/269na56,269na56,102,apartment,4-Zimmer Eigentumswohnung mit Gartenanteil und Einbauküche,Greifswald(Fettenvorstadt),Straße nicht freigegeben,17489,2023,Erdgeschoss,Gewerblicher Anbieter,4,"86,65 m²",blank,360.000 €,blank,Fußbodenheizung,blank,blank,blank,blank,blank,blank,Global Management Glavac GmbH,Neubau,Terrassenwohnung,Mai 2024,mecklenburg-vorpommern,2024-06-17 09:10:42
38,https://www.immowelt.de/expose/24bsh5f,24bsh5f,100,apartment,4-Zimmer Eigentumswohnung,Greifswald(Fettenvorstadt),Straße nicht freigegeben,17489,2023,1. Geschoss,Gewerblicher Anbieter,4,"100,73 m²",blank,423.000 €,blank,Fußbodenheizung,blank,blank,blank,blank,blank,blank,Global Management Glavac GmbH,Neubau,blank,Mai 2024,mecklenburg-vorpommern,2024-06-17 09:10:45
39,https://www.immowelt.de/expose/24yqy54,24yqy54,WE 7,apartment,Ostseenahe Wohnung im Schloss mit zwei Bädern!,Groß Mohrdorf(Hohendorf),Am Park 7,18445,2017,1. Geschoss,Gewerblicher Anbieter,2,"69,78 m²",blank,298.500 €,blank,Zentralheizung,B,Wohngebäude,Bedarfsausweis,26.05.2017 bis 26.05.2027,"66,00 kWh/(m²·a)",Erdgas,EMDEKA Projekte GmbH & Co. KG,Altbau (bis 1945),blank,nach Vereinbarung möglich,mecklenburg-vorpommern,2024-06-17 09:10:48
40,https://www.immowelt.de/expose/2esgq5r,2esgq5r,IH-03033,apartment,Wohnanlage Seegarten in Schwerin,Schwerin(Krebsförden),Straße nicht freigegeben,19061,1995,3. Geschoss,Gewerblicher Anbieter,2,45 m²,blank,115.000 €,blank,blank,B,Wohngebäude,Verbrauchsausweis,02.08.2017 bis 01.08.2027,"63,10 kWh/(m²·a)  - Warmwasser enthalten",KWK fossil,Sparkasse Mecklenburg - Schwerin Immobilienservice in Vertretung der LBS Immobilien GmbH,gepflegt,blank,blank,mecklenburg-vorpommern,2024-06-17 09:10:52
41,https://www.immowelt.de/expose/2evpk5r,2evpk5r,3015,apartment,SUMMERFEELING! Exklusives 3 Zi. Penthouse mit Sauna und Kamin in perfekter Lage,Binz,Straße nicht freigegeben,18609,2014,4. Geschoss,Gewerblicher Anbieter,3,107 m²,blank,795.000 €,blank,"offener Kamin, Zentralheizung",B,Wohngebäude,Verbrauchsausweis,bis 20.03.2034,"63,80 kWh/(m²·a)",GAS,Ostsee MV Sothebys International Realty,blank,Penthouse,sofort,mecklenburg-vorpommern,2024-06-17 09:10:56
42,https://www.immowelt.de/expose/2el4r5q,2el4r5q,FH SE 205,apartment,Schönes modernisiertes  Ferienappartement im Wellnesshotel 1. OG - Südseite - über 2 Etagen,Mirow / Granzow,Straße nicht freigegeben,17252,2005,blank,Gewerblicher Anbieter,2,39 m²,blank,139.000 €,blank,Zentralheizung,blank,blank,blank,blank,blank,blank,Dr. Limburg Immobilien GmbH & Co. KG Verkaufsbüro Ferienimmobilien,blank,blank,blank,mecklenburg-vorpommern,2024-06-17 09:10:59
43,https://www.immowelt.de/expose/2eazm5q,2eazm5q,3020,apartment,Moderne 2 Zimmer Bäderstil - Strand - Wohnung mit großem Balkon!,Breege(Juliusruh),Straße nicht freigegeben,18556,1996,blank,Gewerblicher Anbieter,2,48 m²,blank,239.000 €,blank,Zentralheizung,C,Wohngebäude,Verbrauchsausweis,bis 06.11.2028,"92,80 kWh/(m²·a)",GAS,Ostsee MV Sothebys International Realty,gepflegt,blank,sofort,mecklenburg-vorpommern,2024-06-17 09:11:03
44,https://www.immowelt.de/expose/2ez8m5q,2ez8m5q,I-00YC55-W-02O30E,apartment,Villa Odin - FeWo Bernstein in Top-Lage in Sellin,Ostseebad Sellin,Straße nicht freigegeben,18586,1907,4. Geschoss,Gewerblicher Anbieter,2,62 m²,blank,380.000 €,blank,Zentralheizung,C,Wohngebäude,Verbrauchsausweis,seit 26.03.2018,"97,00 kWh/(m²·a)",blank,EuV Ostsee GmbH,blank,blank,blank,mecklenburg-vorpommern,2024-06-17 09:11:06
